"scenario","phase","repeats","timed_frames_min","timed_frames_max","raw_instances","visible_min","visible_max","lights_min","lights_max","wall_median_ms","wall_p95_ms","wall_p99_ms","gpu_median_ms","gpu_p95_ms","gpu_p99_ms","wait_median_ms","view_median_ms","gather_median_ms","plan_median_ms","upload_median_ms","measured_frames_per_second","private_peak_bytes","working_set_peak_bytes","vma_peak_bytes","draws_median","dispatches_median","shadow_faces_median","shadow_cache_hits_median","batches_median","asset_upload_max_bytes","dynamic_upload_median_bytes","wall_run_median_min_ms","wall_run_median_max_ms"
"empty","candidate","3","459","499","0","0","0","0","0","8,548","17,8632","32,74494","0,843932271063","6,13615610019","19,5980068132","0,001","0,004","0,005","0,003","0,01","93,81505300450692","284536832","227966976","62503872","2","0","0","0","0","0","272","8,521","8,566"
"small","candidate","3","304","468","40","40","40","5","5","8,5655","24,4739","31,15458","8,40635396143","21,3574083327","29,3255945965","1,369","0,009","0,031","0,093","0,009","93,26649765767569","284774400","228618240","75980672","11","1","0","5","1","0","7232","8,556","9,216"
