frame,wall_ms,frame_wait_ms,scene_advance_ms,view_build_ms,render_submit_ms,gpu_valid,gpu_serial,gpu_ms,process_valid,process_cpu_ms,working_set_bytes,private_bytes,vma_valid,vma_allocation_bytes,vma_peak_allocation_bytes,vma_heap_usage_bytes,vma_heap_budget_bytes,raw_instances,visible_instances,culled_instances,lights,depth_draw_calls,shadow_draw_calls,base_draw_calls,lighting_draw_calls,tone_map_draw_calls,legacy_draw_calls,presenter_draw_calls,draw_calls,total_draw_calls,all_draw_calls,dispatch_count,shadow_faces,shadow_cache_hits,shadow_misses,shadow_batches,asset_upload_bytes,dynamic_lighting_upload_bytes,gather_ms,plan_ms,upload_frame_ms
0,69.876,0.008,0.001,0.063,0.715,0,0,,1,15.625,230158336,286887936,1,62931328,62931328,135081984,38823561584,40,40,0,5,3,53,3,3,1,0,1,62,63,64,1,27,0,5,1,24348,8584,0.136,0.505,0.053
1,0.878,0.002,0,0.016,0.06,0,0,,0,,,,0,,,,,40,40,0,5,3,0,3,3,1,0,1,9,10,11,1,0,5,0,1,0,7232,0.041,0.094,0.14
2,43.113,42.694,0,0.01,0.06,0,0,,0,,,,0,,,,,40,40,0,5,3,0,3,3,1,0,1,9,10,11,1,0,5,0,1,0,7232,0.028,0.084,0.01
3,10.561,10.013,0.001,0.012,0.059,0,0,,0,,,,0,,,,,40,40,0,5,3,0,3,3,1,0,1,9,10,11,1,0,5,0,1,0,7232,0.049,0.144,0.012

summary_metric,count,median,p95,p99
wall_ms,4,26.837,65.86155,69.07311
frame_wait_ms,4,5.0105,37.79185,41.71357
scene_advance_ms,4,0.0005,0.001,0.001
view_build_ms,4,0.014,0.05595,0.06159
render_submit_ms,4,0.06,0.61675,0.69535
gpu_ms,4,24.6276296071,40.8705354605,42.4178979227

gpu_sample_serial,gpu_ms
1,42.8047385383
2,9.84416642633
3,29.9100513531
4,19.345207861
