frame,wall_ms,frame_wait_ms,scene_advance_ms,view_build_ms,render_submit_ms,gpu_valid,gpu_serial,gpu_ms,process_valid,process_cpu_ms,working_set_bytes,private_bytes,vma_valid,vma_allocation_bytes,vma_peak_allocation_bytes,vma_heap_usage_bytes,vma_heap_budget_bytes,raw_instances,visible_instances,culled_instances,lights,depth_draw_calls,shadow_draw_calls,base_draw_calls,lighting_draw_calls,tone_map_draw_calls,legacy_draw_calls,presenter_draw_calls,draw_calls,total_draw_calls,all_draw_calls,dispatch_count,shadow_faces,shadow_cache_hits,shadow_misses,shadow_batches,asset_upload_bytes,dynamic_lighting_upload_bytes,gather_ms,plan_ms,upload_frame_ms
0,52.539,0.011,0.001,3.497,0.563,0,0,,1,15.625,231800832,302047232,1,59175616,59175616,135081984,38823561584,10004,104,9900,2,3,15,3,3,1,0,1,24,25,26,1,9,0,2,1,24348,1282756,7.118,3.279,0.196
1,9.701,0.002,0.001,0.387,0.076,0,0,,0,,,,0,,,,,10004,104,9900,2,3,0,3,3,1,0,1,9,10,11,1,0,2,0,1,0,1281872,3.093,1.777,0.329
2,109.524,104.301,0,0.419,0.066,0,0,,0,,,,0,,,,,10004,104,9900,2,3,0,3,3,1,0,1,9,10,11,1,0,2,0,1,0,1281872,2.67,1.175,0.091
3,5.633,0.001,0,0.346,0.048,0,0,,0,,,,0,,,,,10004,104,9900,2,3,0,3,3,1,0,1,9,10,11,1,0,2,0,1,0,1281872,3.063,1.255,0.098

summary_metric,count,median,p95,p99
wall_ms,4,31.12,100.97625,107.81445
frame_wait_ms,4,0.0065,88.6575,101.1723
scene_advance_ms,4,0.0005,0.001,0.001
view_build_ms,4,0.403,3.0353,3.40466
render_submit_ms,4,0.071,0.48995,0.54839
gpu_ms,4,5.27153632963,69.7882092337,78.7411402651

gpu_sample_serial,gpu_ms
1,80.979373023
2,4.17145823149
3,1.6480207931
4,6.37161442778
