frame,wall_ms,frame_wait_ms,scene_advance_ms,view_build_ms,render_submit_ms,gpu_valid,gpu_serial,gpu_ms,process_valid,process_cpu_ms,working_set_bytes,private_bytes,vma_valid,vma_allocation_bytes,vma_peak_allocation_bytes,vma_heap_usage_bytes,vma_heap_budget_bytes,raw_instances,visible_instances,culled_instances,lights,depth_draw_calls,shadow_draw_calls,base_draw_calls,lighting_draw_calls,tone_map_draw_calls,legacy_draw_calls,presenter_draw_calls,draw_calls,total_draw_calls,all_draw_calls,dispatch_count,shadow_faces,shadow_cache_hits,shadow_misses,shadow_batches,asset_upload_bytes,dynamic_lighting_upload_bytes,gather_ms,plan_ms,upload_frame_ms
0,79.089,0.032,0.283,6.503,1.18,0,0,,1,62.5,256167936,357396480,1,59319552,59319552,135081984,38823561584,10004,10004,0,2,3,21,3,3,1,0,1,30,31,32,1,9,0,2,1,24348,1426696,10.858,12.101,0.501
1,22.561,0.012,0.265,2.164,0.299,0,0,,0,,,,0,,,,,10004,10004,0,2,3,21,3,3,1,0,1,30,31,32,1,9,0,2,1,0,1426668,4.888,10.443,0.563
2,38.976,21.638,0.339,1.451,0.202,0,0,,0,,,,0,,,,,10004,10004,0,2,3,21,3,3,1,0,1,30,31,32,1,9,0,2,1,0,1426700,3.58,8.547,0.298
3,18.302,0.099,0.25,1.714,0.281,0,0,,0,,,,0,,,,,10004,10004,0,2,3,21,3,3,1,0,1,30,31,32,1,9,0,2,1,0,1426756,3.833,8.725,0.284

summary_metric,count,median,p95,p99
wall_ms,4,30.7685,73.07205,77.88561
frame_wait_ms,4,0.0655,18.40715,20.99183
scene_advance_ms,4,0.274,0.3306,0.33732
view_build_ms,4,1.939,5.85215,6.37283
render_submit_ms,4,0.29,1.04785,1.15357
gpu_ms,4,8.97932269744,38.9432776951,43.1461963425

gpu_sample_serial,gpu_ms
1,44.1969260043
2,8.78604145216
3,8.53692687491
4,9.17260394273
