frame,wall_ms,frame_wait_ms,scene_advance_ms,view_build_ms,render_submit_ms,gpu_valid,gpu_serial,gpu_ms,process_valid,process_cpu_ms,working_set_bytes,private_bytes,vma_valid,vma_allocation_bytes,vma_peak_allocation_bytes,vma_heap_usage_bytes,vma_heap_budget_bytes,raw_instances,visible_instances,culled_instances,lights,depth_draw_calls,shadow_draw_calls,base_draw_calls,lighting_draw_calls,tone_map_draw_calls,legacy_draw_calls,presenter_draw_calls,draw_calls,total_draw_calls,all_draw_calls,dispatch_count,shadow_faces,shadow_cache_hits,shadow_misses,shadow_batches,asset_upload_bytes,dynamic_lighting_upload_bytes,gather_ms,plan_ms,upload_frame_ms
0,80.859,0.03,0,0.048,0.983,0,0,,1,31.25,241926144,331001856,1,65796672,65796672,135081984,38823561584,40,40,0,9,3,91,3,24,1,0,1,121,122,123,8,51,0,9,8,24348,10792,0.315,0.962,0.18
1,6.27,0.014,0,0.009,0.303,0,0,,0,,,,0,,,,,40,40,0,9,3,83,3,24,1,0,1,113,114,115,8,48,1,8,8,0,10412,0.035,0.265,0.346
2,44.458,41.049,0,0.014,0.176,0,0,,0,,,,0,,,,,40,40,0,9,3,83,3,24,1,0,1,113,114,115,8,48,1,8,8,0,10412,0.032,0.216,0.064
3,23.111,19.406,0.001,0.01,0.173,0,0,,0,,,,0,,,,,40,40,0,9,3,83,3,24,1,0,1,113,114,115,8,48,1,8,8,0,10412,0.036,0.297,0.073

summary_metric,count,median,p95,p99
wall_ms,4,33.7845,75.39885,79.76697
frame_wait_ms,4,9.718,37.80255,40.39971
scene_advance_ms,4,0,0.00085,0.00097
view_build_ms,4,0.012,0.0429,0.04698
render_submit_ms,4,0.2395,0.881,0.9626
gpu_ms,4,24.6689056477,43.044058845,45.3586025384

gpu_sample_serial,gpu_ms
1,45.9372384618
2,22.6884369461
3,26.6493743494
4,19.5058328571
