frame,wall_ms,frame_wait_ms,scene_advance_ms,view_build_ms,render_submit_ms,gpu_valid,gpu_serial,gpu_ms,process_valid,process_cpu_ms,working_set_bytes,private_bytes,vma_valid,vma_allocation_bytes,vma_peak_allocation_bytes,vma_heap_usage_bytes,vma_heap_budget_bytes,raw_instances,visible_instances,culled_instances,lights,depth_draw_calls,shadow_draw_calls,base_draw_calls,lighting_draw_calls,tone_map_draw_calls,legacy_draw_calls,presenter_draw_calls,draw_calls,total_draw_calls,all_draw_calls,dispatch_count,shadow_faces,shadow_cache_hits,shadow_misses,shadow_batches,asset_upload_bytes,dynamic_lighting_upload_bytes,gather_ms,plan_ms,upload_frame_ms
0,73.839,0.023,0,0.056,0.883,0,0,,1,46.875,242282496,331419648,1,69642816,69642816,135081984,38823561584,40,40,0,9,3,91,3,3,1,0,1,100,101,102,1,51,0,9,1,24348,10792,0.321,1.014,0.158
1,2.586,0.014,0.001,0.008,1.168,0,0,,0,,,,0,,,,,40,40,0,9,3,0,3,3,1,0,1,9,10,11,1,0,9,0,1,0,8576,0.029,0.113,0.241
2,38.004,36.718,0.001,0.012,0.173,0,0,,0,,,,0,,,,,40,40,0,9,3,0,3,3,1,0,1,9,10,11,1,0,9,0,1,0,8576,0.035,0.113,0.059
3,24.788,23.418,0.001,0.009,0.208,0,0,,0,,,,0,,,,,40,40,0,9,3,0,3,3,1,0,1,9,10,11,1,0,9,0,1,0,8576,0.029,0.14,0.071

summary_metric,count,median,p95,p99
wall_ms,4,31.396,68.46375,72.76395
frame_wait_ms,4,11.7205,34.723,36.319
scene_advance_ms,4,0.001,0.001,0.001
view_build_ms,4,0.0105,0.0494,0.05468
render_submit_ms,4,0.5455,1.12525,1.15945
gpu_ms,4,19.2885672374,34.6515069665,36.0870506815

gpu_sample_serial,gpu_ms
1,36.4459366102
2,24.4830723189
3,14.0940621559
4,13.8201559126
