frame,wall_ms,frame_wait_ms,scene_advance_ms,view_build_ms,render_submit_ms,gpu_valid,gpu_serial,gpu_ms,process_valid,process_cpu_ms,working_set_bytes,private_bytes,vma_valid,vma_allocation_bytes,vma_peak_allocation_bytes,vma_heap_usage_bytes,vma_heap_budget_bytes,raw_instances,visible_instances,culled_instances,lights,depth_draw_calls,shadow_draw_calls,base_draw_calls,lighting_draw_calls,tone_map_draw_calls,legacy_draw_calls,presenter_draw_calls,draw_calls,total_draw_calls,all_draw_calls,dispatch_count,shadow_faces,shadow_cache_hits,shadow_misses,shadow_batches,asset_upload_bytes,dynamic_lighting_upload_bytes,gather_ms,plan_ms,upload_frame_ms
0,85.582,0.03,0.012,0.054,1.388,0,0,,1,15.625,242348032,331456512,1,62931328,62931328,135081984,38823561584,40,40,0,5,3,53,3,3,1,0,1,62,63,64,1,27,0,5,1,24348,8576,0.471,0.713,0.159
1,4.815,0.019,0.014,0.018,0.331,0,0,,0,,,,0,,,,,40,40,0,5,3,53,3,3,1,0,1,62,63,64,1,27,0,5,1,0,8588,0.032,0.481,0.646
2,10.507,8.008,0.009,0.014,0.232,0,0,,0,,,,0,,,,,40,40,0,5,3,53,3,3,1,0,1,62,63,64,1,27,0,5,1,0,8588,0.031,0.169,0.19
3,28.073,25.858,0.013,0.023,0.237,0,0,,0,,,,0,,,,,40,40,0,5,3,53,3,3,1,0,1,62,63,64,1,27,0,5,1,0,8588,0.026,0.137,0.057

summary_metric,count,median,p95,p99
wall_ms,4,19.29,76.95565,83.85673
frame_wait_ms,4,4.019,23.1805,25.3225
scene_advance_ms,4,0.0125,0.01385,0.01397
view_build_ms,4,0.0205,0.04935,0.05307
render_submit_ms,4,0.284,1.22945,1.35629
gpu_ms,4,19.6787755612,39.8091578823,41.9416640802

gpu_sample_serial,gpu_ms
1,13.6980725822
2,24.7039056469
3,14.6536454756
4,42.4747906297
