kind,index,name,duration_ms,from_cache,source_hash,source_id,working_set_bytes,private_bytes,peak_working_set_bytes,peak_private_bytes,restored
stage,0,file_copy_redo_again_5,77.338,0,,,16011264,10203136,16011264,10203136,
stage,0,file_copy_final_undo_5,55.686,0,,,16011264,10203136,16011264,10203136,
stage,0,file_move_redo_6,81.315,0,,,15962112,9887744,15990784,9887744,
stage,0,file_move_undo_6,93.43,0,,,15998976,9916416,15998976,9916416,
stage,0,file_move_redo_again_6,95.976,0,,,15998976,9916416,15998976,9916416,
stage,0,file_move_final_undo_6,103.764,0,,,16003072,9916416,16003072,9916416,
stage,0,file_copy_redo_6,90.661,0,,,16007168,9920512,16060416,10211328,
stage,0,file_copy_undo_6,89.108,0,,,16027648,9924608,16027648,9924608,
stage,0,file_copy_redo_again_6,94.834,0,,,16027648,9924608,16027648,9924608,
stage,0,file_copy_final_undo_6,71.904,0,,,16027648,9924608,16027648,9924608,
stage,0,file_move_redo_7,86.683,0,,,15958016,9850880,16003072,9904128,
stage,0,file_move_undo_7,89.738,0,,,15994880,9924608,15994880,9924608,
stage,0,file_move_redo_again_7,96.148,0,,,16011264,9924608,16011264,9924608,
stage,0,file_move_final_undo_7,105.536,0,,,16019456,9924608,16019456,9924608,
stage,0,file_copy_redo_7,68.619,0,,,16003072,9924608,16003072,9924608,
stage,0,file_copy_undo_7,66.119,0,,,16019456,9924608,16019456,9924608,
stage,0,file_copy_redo_again_7,85.018,0,,,16023552,9924608,16023552,9924608,
stage,0,file_copy_final_undo_7,90.115,0,,,16023552,9924608,16023552,9924608,
stage,0,file_move_redo_8,134.679,0,,,15998976,10162176,16060416,10211328,
stage,0,file_move_undo_8,148.401,0,,,16035840,10199040,16035840,10199040,
stage,0,file_move_redo_again_8,166.855,0,,,16035840,10199040,16035840,10199040,
stage,0,file_move_final_undo_8,127.245,0,,,16048128,10211328,16048128,10211328,
stage,0,file_copy_redo_8,90.002,0,,,16031744,9932800,16031744,9932800,
stage,0,file_copy_undo_8,101.32,0,,,16048128,10219520,16048128,10219520,
stage,0,file_copy_redo_again_8,91.073,0,,,16048128,10219520,16048128,10219520,
stage,0,file_copy_final_undo_8,82.035,0,,,15982592,9883648,16048128,10219520,
stage,0,file_move_redo_9,100.156,0,,,15994880,9953280,16031744,9953280,
stage,0,file_move_undo_9,93.728,0,,,16044032,9969664,16044032,9969664,
stage,0,file_move_redo_again_9,105.879,0,,,16044032,9969664,16044032,9969664,
stage,0,file_move_final_undo_9,115.535,0,,,16044032,9969664,16044032,9969664,
stage,0,file_copy_redo_9,86.875,0,,,16060416,10240000,16093184,10240000,
stage,0,file_copy_undo_9,80.068,0,,,16060416,10240000,16060416,10240000,
stage,0,file_copy_redo_again_9,85.027,0,,,16060416,10240000,16060416,10240000,
stage,0,file_copy_final_undo_9,80.539,0,,,16060416,10240000,16060416,10240000,
stage,0,file_move_redo_10,118.017,0,,,16035840,9965568,16035840,9965568,
stage,0,file_move_undo_10,120.235,0,,,16072704,9986048,16072704,9986048,
stage,0,file_move_redo_again_10,123.37,0,,,16080896,9986048,16080896,9986048,
stage,0,file_move_final_undo_10,125.524,0,,,16080896,9986048,16080896,9986048,
stage,0,file_copy_redo_10,96.225,0,,,16084992,9990144,16105472,10256384,
stage,0,file_copy_undo_10,119.511,0,,,16093184,9990144,16093184,9990144,
stage,0,file_copy_redo_again_10,97.459,0,,,16097280,9994240,16097280,9994240,
stage,0,file_copy_final_undo_10,90.604,0,,,16097280,9994240,16097280,9994240,
stage,0,file_move_redo_11,100.435,0,,,16052224,9949184,16138240,10256384,
stage,0,file_move_undo_11,111.442,0,,,16080896,9977856,16080896,9977856,
stage,0,file_move_redo_again_11,104.118,0,,,16089088,9986048,16089088,9986048,
stage,0,file_move_final_undo_11,117.104,0,,,16097280,9994240,16097280,9994240,
stage,0,file_copy_redo_11,79.185,0,,,16052224,9994240,16052224,9994240,
stage,0,file_copy_undo_11,84.84,0,,,16076800,9994240,16076800,9994240,
stage,0,file_copy_redo_again_11,82.587,0,,,16076800,9994240,16076800,9994240,
stage,0,file_copy_final_undo_11,81.459,0,,,16084992,9994240,16084992,9994240,
stage,0,file_move_redo_12,107.712,0,,,16060416,10203136,16125952,10256384,
stage,0,file_move_undo_12,111.382,0,,,16080896,10223616,16080896,10223616,
stage,0,file_move_redo_again_12,116.87,0,,,16080896,10223616,16080896,10223616,
stage,0,file_move_final_undo_12,112.819,0,,,16080896,10223616,16080896,10223616,
stage,0,file_copy_redo_12,70.485,0,,,16064512,9973760,16064512,9973760,
stage,0,file_copy_undo_12,65.75,0,,,16080896,9994240,16080896,9994240,
stage,0,file_copy_redo_again_12,81.79,0,,,16084992,9994240,16084992,9994240,
stage,0,file_copy_final_undo_12,71.402,0,,,16084992,9994240,16084992,9994240,
cycle,1,move_redo,90.696,,,31e2429b-e8ec-4d15-9385-8486791baa9c,15880192,9830400,15880192,9830400,1
cycle,1,copy_redo,80.213,,,31e2429b-e8ec-4d15-9385-8486791baa9c,15880192,9830400,15880192,9830400,1
cycle,2,move_redo,97.596,,,31e2429b-e8ec-4d15-9385-8486791baa9c,15949824,9846784,15949824,9846784,1
cycle,2,copy_redo,81.258,,,31e2429b-e8ec-4d15-9385-8486791baa9c,15949824,9846784,15949824,9846784,1
cycle,3,move_redo,168.447,,,31e2429b-e8ec-4d15-9385-8486791baa9c,15949824,9854976,15958016,10186752,1
cycle,3,copy_redo,104.662,,,31e2429b-e8ec-4d15-9385-8486791baa9c,15949824,9854976,15958016,10186752,1
cycle,4,move_redo,107.537,,,31e2429b-e8ec-4d15-9385-8486791baa9c,15994880,10194944,15994880,10194944,1
cycle,4,copy_redo,111.532,,,31e2429b-e8ec-4d15-9385-8486791baa9c,15994880,10194944,15994880,10194944,1
cycle,5,move_redo,88.497,,,31e2429b-e8ec-4d15-9385-8486791baa9c,16011264,10203136,16056320,10203136,1
cycle,5,copy_redo,98.579,,,31e2429b-e8ec-4d15-9385-8486791baa9c,16011264,10203136,16056320,10203136,1
cycle,6,move_redo,81.315,,,31e2429b-e8ec-4d15-9385-8486791baa9c,16027648,9924608,16060416,10211328,1
cycle,6,copy_redo,90.661,,,31e2429b-e8ec-4d15-9385-8486791baa9c,16027648,9924608,16060416,10211328,1
cycle,7,move_redo,86.683,,,31e2429b-e8ec-4d15-9385-8486791baa9c,16023552,9924608,16023552,9924608,1
cycle,7,copy_redo,68.619,,,31e2429b-e8ec-4d15-9385-8486791baa9c,16023552,9924608,16023552,9924608,1
cycle,8,move_redo,134.679,,,31e2429b-e8ec-4d15-9385-8486791baa9c,16011264,9924608,16060416,10219520,1
cycle,8,copy_redo,90.002,,,31e2429b-e8ec-4d15-9385-8486791baa9c,16011264,9924608,16060416,10219520,1
cycle,9,move_redo,100.156,,,31e2429b-e8ec-4d15-9385-8486791baa9c,16060416,10240000,16093184,10240000,1
cycle,9,copy_redo,86.875,,,31e2429b-e8ec-4d15-9385-8486791baa9c,16060416,10240000,16093184,10240000,1
cycle,10,move_redo,118.017,,,31e2429b-e8ec-4d15-9385-8486791baa9c,16097280,9994240,16105472,10256384,1
cycle,10,copy_redo,96.225,,,31e2429b-e8ec-4d15-9385-8486791baa9c,16097280,9994240,16105472,10256384,1
cycle,11,move_redo,100.435,,,31e2429b-e8ec-4d15-9385-8486791baa9c,16084992,9994240,16138240,10256384,1
cycle,11,copy_redo,79.185,,,31e2429b-e8ec-4d15-9385-8486791baa9c,16084992,9994240,16138240,10256384,1
cycle,12,move_redo,107.712,,,31e2429b-e8ec-4d15-9385-8486791baa9c,16084992,9994240,16125952,10256384,1
cycle,12,copy_redo,70.485,,,31e2429b-e8ec-4d15-9385-8486791baa9c,16084992,9994240,16125952,10256384,1
