kind,index,name,duration_ms,from_cache,source_hash,source_id,working_set_bytes,private_bytes,peak_working_set_bytes,peak_private_bytes,restored
stage,0,initial_import,105.907,0,cd44f7f822ce27933d3368d29c5c566289724418ac7c00e5083b5cdbcaaa7815,,14888960,9302016,14888960,9302016,
stage,0,cooked_cold_load,86.719,0,cd44f7f822ce27933d3368d29c5c566289724418ac7c00e5083b5cdbcaaa7815,,20660224,15126528,20660224,15126528,
stage,0,cooked_warm_load,27.183,1,cd44f7f822ce27933d3368d29c5c566289724418ac7c00e5083b5cdbcaaa7815,,26333184,20762624,26333184,20762624,
stage,0,material_document_asset_load_unload,250.629,1,cd44f7f822ce27933d3368d29c5c566289724418ac7c00e5083b5cdbcaaa7815,,26898432,21200896,26898432,21200896,
stage,0,file_move_redo_1,90.696,0,,,15863808,9781248,15863808,9781248,
stage,0,file_move_undo_1,85.318,0,,,15867904,9781248,15867904,9781248,
stage,0,file_move_redo_again_1,88.715,0,,,15867904,9781248,15867904,9781248,
stage,0,file_move_final_undo_1,102.841,0,,,15867904,9781248,15867904,9781248,
stage,0,file_copy_redo_1,80.213,0,,,15880192,9830400,15880192,9830400,
stage,0,file_copy_undo_1,69.464,0,,,15880192,9830400,15880192,9830400,
stage,0,file_copy_redo_again_1,74.398,0,,,15880192,9830400,15880192,9830400,
stage,0,file_copy_final_undo_1,60.879,0,,,15880192,9830400,15880192,9830400,
stage,0,file_move_redo_2,97.596,0,,,15880192,9826304,15880192,9826304,
stage,0,file_move_undo_2,104.555,0,,,15892480,9838592,15892480,9838592,
stage,0,file_move_redo_again_2,96.052,0,,,15892480,9838592,15892480,9838592,
stage,0,file_move_final_undo_2,97.533,0,,,15892480,9838592,15892480,9838592,
stage,0,file_copy_redo_2,81.258,0,,,15937536,9838592,15937536,9838592,
stage,0,file_copy_undo_2,68.84,0,,,15937536,9838592,15937536,9838592,
stage,0,file_copy_redo_again_2,79.51,0,,,15937536,9838592,15937536,9838592,
stage,0,file_copy_final_undo_2,75.24,0,,,15937536,9838592,15937536,9838592,
stage,0,file_move_redo_3,168.447,0,,,15921152,9818112,15921152,9818112,
stage,0,file_move_undo_3,98.586,0,,,15945728,9863168,15945728,9863168,
stage,0,file_move_redo_again_3,104.563,0,,,15945728,10186752,15945728,10186752,
stage,0,file_move_final_undo_3,99.391,0,,,15953920,10186752,15953920,10186752,
stage,0,file_copy_redo_3,104.662,0,,,15958016,9854976,15958016,9854976,
stage,0,file_copy_undo_3,98.994,0,,,15921152,9818112,15958016,9854976,
stage,0,file_copy_redo_again_3,115.067,0,,,15949824,9854976,15949824,9854976,
stage,0,file_copy_final_undo_3,110.937,0,,,15949824,9854976,15949824,9854976,
stage,0,file_move_redo_4,107.537,0,,,15962112,10186752,15962112,10186752,
stage,0,file_move_undo_4,126.297,0,,,15962112,10194944,15962112,10194944,
stage,0,file_move_redo_again_4,130.868,0,,,15978496,10194944,15978496,10194944,
stage,0,file_move_final_undo_4,131.605,0,,,15978496,10194944,15978496,10194944,
stage,0,file_copy_redo_4,111.532,0,,,15986688,10194944,15986688,10194944,
stage,0,file_copy_undo_4,115.403,0,,,15994880,10194944,15994880,10194944,
stage,0,file_copy_redo_again_4,111.692,0,,,15994880,10194944,15994880,10194944,
stage,0,file_copy_final_undo_4,90.714,0,,,15994880,10194944,15994880,10194944,
stage,0,file_move_redo_5,88.497,0,,,15953920,10170368,16019456,10194944,
stage,0,file_move_undo_5,127.775,0,,,15986688,10203136,15986688,10203136,
stage,0,file_move_redo_again_5,124.999,0,,,15986688,10203136,15986688,10203136,
stage,0,file_move_final_undo_5,113.43,0,,,15986688,10203136,15986688,10203136,
stage,0,file_copy_redo_5,98.579,0,,,15994880,10203136,16056320,10203136,
stage,0,file_copy_undo_5,90.82,0,,,16011264,10203136,16011264,10203136,
