kind,index,name,duration_ms,from_cache,source_hash,source_id,working_set_bytes,private_bytes,peak_working_set_bytes,peak_private_bytes,restored
stage,0,initial_import,134.014,0,cd44f7f822ce27933d3368d29c5c566289724418ac7c00e5083b5cdbcaaa7815,,14888960,9310208,14888960,9310208,
stage,0,cooked_cold_load,151.907,0,cd44f7f822ce27933d3368d29c5c566289724418ac7c00e5083b5cdbcaaa7815,,20660224,15134720,20660224,15134720,
stage,0,cooked_warm_load,22.751,1,cd44f7f822ce27933d3368d29c5c566289724418ac7c00e5083b5cdbcaaa7815,,26333184,20770816,26333184,20770816,
stage,0,material_document_asset_load_unload,251.527,1,cd44f7f822ce27933d3368d29c5c566289724418ac7c00e5083b5cdbcaaa7815,,26882048,21610496,26882048,21610496,
stage,0,file_move_redo_1,95.926,0,,,15855616,9764864,15855616,9764864,
stage,0,file_move_undo_1,93.538,0,,,15876096,9793536,15876096,9793536,
stage,0,file_move_redo_again_1,88.695,0,,,15876096,9793536,15876096,9793536,
stage,0,file_move_final_undo_1,88.877,0,,,15876096,9793536,15876096,9793536,
stage,0,file_copy_redo_1,65.727,0,,,15908864,10256384,15908864,10256384,
stage,0,file_copy_undo_1,61.411,0,,,15908864,10256384,15908864,10256384,
stage,0,file_copy_redo_again_1,65.922,0,,,15908864,10256384,15908864,10256384,
stage,0,file_copy_final_undo_1,77.741,0,,,15908864,10256384,15908864,10256384,
stage,0,file_move_redo_2,99.92,0,,,15917056,9826304,15917056,9826304,
stage,0,file_move_undo_2,94.194,0,,,15925248,9834496,15925248,9834496,
stage,0,file_move_redo_again_2,88.674,0,,,15925248,9834496,15925248,9834496,
stage,0,file_move_final_undo_2,86.966,0,,,15929344,9834496,15929344,9834496,
stage,0,file_copy_redo_2,74.214,0,,,15949824,10346496,15949824,10346496,
stage,0,file_copy_undo_2,65.055,0,,,15949824,10346496,15949824,10346496,
stage,0,file_copy_redo_again_2,66.834,0,,,15949824,10346496,15949824,10346496,
stage,0,file_copy_final_undo_2,54.928,0,,,15908864,9838592,15949824,10346496,
stage,0,file_move_redo_3,86.423,0,,,15921152,9826304,15921152,9826304,
stage,0,file_move_undo_3,88.744,0,,,15933440,10354688,15933440,10354688,
stage,0,file_move_redo_again_3,86.363,0,,,15933440,10354688,15933440,10354688,
stage,0,file_move_final_undo_3,105.213,0,,,15941632,10354688,15941632,10354688,
stage,0,file_copy_redo_3,86.325,0,,,15978496,9900032,15978496,9900032,
stage,0,file_copy_undo_3,76.472,0,,,15978496,9900032,15978496,9900032,
stage,0,file_copy_redo_again_3,82.77,0,,,15978496,9900032,15978496,9900032,
stage,0,file_copy_final_undo_3,73.246,0,,,15982592,9900032,15982592,9900032,
stage,0,file_move_redo_4,107.253,0,,,15994880,10027008,16027648,10498048,
stage,0,file_move_undo_4,118.857,0,,,16003072,10027008,16003072,10027008,
stage,0,file_move_redo_again_4,143.516,0,,,16003072,10027008,16003072,10027008,
stage,0,file_move_final_undo_4,158.731,0,,,16003072,10027008,16003072,10027008,
stage,0,file_copy_redo_4,113.592,0,,,15958016,9908224,15958016,9908224,
