kind,index,name,duration_ms,from_cache,source_hash,source_id,working_set_bytes,private_bytes,peak_working_set_bytes,peak_private_bytes,restored
stage,0,file_copy_undo_4,92.48,0,,,16003072,9908224,16003072,9908224,
stage,0,file_copy_redo_again_4,113.003,0,,,16003072,10027008,16003072,10027008,
stage,0,file_copy_final_undo_4,144.417,0,,,16003072,10027008,16003072,10027008,
stage,0,file_move_redo_5,172.488,0,,,15958016,9875456,16019456,10027008,
stage,0,file_move_undo_5,166.313,0,,,15970304,9900032,15970304,9900032,
stage,0,file_move_redo_again_5,151.686,0,,,15982592,9900032,15982592,9900032,
stage,0,file_move_final_undo_5,197.835,0,,,15982592,9900032,15982592,9900032,
stage,0,file_copy_redo_5,111.343,0,,,15998976,10035200,16027648,10035200,
stage,0,file_copy_undo_5,150.271,0,,,16023552,10035200,16023552,10035200,
stage,0,file_copy_redo_again_5,87.674,0,,,15970304,9887744,16023552,10035200,
stage,0,file_copy_final_undo_5,74.511,0,,,15986688,9904128,15986688,9904128,
stage,0,file_move_redo_6,114.644,0,,,16023552,10035200,16023552,10035200,
stage,0,file_move_undo_6,137.214,0,,,15949824,9854976,16023552,10035200,
stage,0,file_move_redo_again_6,130.171,0,,,15974400,9891840,15974400,9891840,
stage,0,file_move_final_undo_6,134.726,0,,,15982592,9900032,15982592,9900032,
stage,0,file_copy_redo_6,116.009,0,,,16003072,10043392,16003072,10043392,
stage,0,file_copy_undo_6,142.442,0,,,16015360,10043392,16015360,10043392,
stage,0,file_copy_redo_again_6,119.378,0,,,16015360,10043392,16015360,10043392,
stage,0,file_copy_final_undo_6,95.761,0,,,16015360,10043392,16015360,10043392,
stage,0,file_move_redo_7,128.097,0,,,16011264,9924608,16011264,9924608,
stage,0,file_move_undo_7,133.545,0,,,16019456,9932800,16019456,9932800,
stage,0,file_move_redo_again_7,137.906,0,,,16019456,9932800,16019456,9932800,
stage,0,file_move_final_undo_7,144.654,0,,,16027648,9932800,16027648,9932800,
stage,0,file_copy_redo_7,100.195,0,,,16035840,9945088,16035840,9945088,
stage,0,file_copy_undo_7,104.678,0,,,16039936,9949184,16039936,9949184,
stage,0,file_copy_redo_again_7,110.077,0,,,16044032,10043392,16044032,10043392,
stage,0,file_copy_final_undo_7,94.337,0,,,16044032,10043392,16044032,10043392,
stage,0,file_move_redo_8,130.707,0,,,16015360,9928704,16015360,9928704,
stage,0,file_move_undo_8,124.784,0,,,16027648,9940992,16027648,9940992,
stage,0,file_move_redo_again_8,112.571,0,,,16035840,9940992,16035840,9940992,
stage,0,file_move_final_undo_8,116.273,0,,,16035840,9940992,16035840,9940992,
stage,0,file_copy_redo_8,64.296,0,,,16056320,10051584,16076800,10051584,
stage,0,file_copy_undo_8,65.883,0,,,16068608,10051584,16068608,10051584,
stage,0,file_copy_redo_again_8,67.034,0,,,16068608,10051584,16068608,10051584,
stage,0,file_copy_final_undo_8,62.68,0,,,16068608,10051584,16068608,10051584,
stage,0,file_move_redo_9,97.531,0,,,16035840,9940992,16080896,10059776,
stage,0,file_move_undo_9,115.235,0,,,16064512,9986048,16064512,9986048,
stage,0,file_move_redo_again_9,151.704,0,,,16080896,10063872,16080896,10063872,
stage,0,file_move_final_undo_9,147.292,0,,,16080896,10063872,16080896,10063872,
stage,0,file_copy_redo_9,120.293,0,,,16093184,10072064,16093184,10072064,
stage,0,file_copy_undo_9,93.878,0,,,16093184,10072064,16093184,10072064,
stage,0,file_copy_redo_again_9,96.895,0,,,16105472,10072064,16105472,10072064,
stage,0,file_copy_final_undo_9,75.954,0,,,16105472,10072064,16105472,10072064,
stage,0,file_move_redo_10,174.578,0,,,16072704,10002432,16125952,10080256,
stage,0,file_move_undo_10,115.404,0,,,16080896,10010624,16080896,10010624,
stage,0,file_move_redo_again_10,118.725,0,,,16080896,10010624,16080896,10010624,
stage,0,file_move_final_undo_10,120.924,0,,,16080896,10010624,16080896,10010624,
stage,0,file_copy_redo_10,97.137,0,,,16076800,10010624,16076800,10010624,
stage,0,file_copy_undo_10,68.174,0,,,16076800,10010624,16076800,10010624,
stage,0,file_copy_redo_again_10,90.184,0,,,16076800,10010624,16076800,10010624,
stage,0,file_copy_final_undo_10,56.416,0,,,16039936,9945088,16076800,10010624,
stage,0,file_move_redo_11,125.825,0,,,16064512,9969664,16101376,10072064,
stage,0,file_move_undo_11,108.247,0,,,16089088,10010624,16089088,10010624,
stage,0,file_move_redo_again_11,115.234,0,,,16044032,9953280,16089088,10010624,
stage,0,file_move_final_undo_11,102.094,0,,,16076800,10010624,16076800,10010624,
stage,0,file_copy_redo_11,82.387,0,,,16076800,10010624,16076800,10010624,
stage,0,file_copy_undo_11,57.961,0,,,16076800,10010624,16076800,10010624,
stage,0,file_copy_redo_again_11,65.215,0,,,16084992,10010624,16084992,10010624,
stage,0,file_copy_final_undo_11,61.807,0,,,16044032,9949184,16084992,10010624,
stage,0,file_move_redo_12,144.125,0,,,16084992,10010624,16084992,10010624,
stage,0,file_move_undo_12,84.721,0,,,16089088,10010624,16089088,10010624,
stage,0,file_move_redo_again_12,102.835,0,,,16060416,9969664,16089088,10010624,
stage,0,file_move_final_undo_12,124.909,0,,,16080896,10010624,16080896,10010624,
stage,0,file_copy_redo_12,93.041,0,,,16064512,10010624,16064512,10010624,
stage,0,file_copy_undo_12,81.854,0,,,16064512,10010624,16064512,10010624,
stage,0,file_copy_redo_again_12,75.802,0,,,16039936,9945088,16064512,10010624,
stage,0,file_copy_final_undo_12,76.688,0,,,16084992,10010624,16084992,10010624,
cycle,1,move_redo,95.926,,,56480075-c69f-4d61-8a90-5bf5c16c3254,15908864,10256384,15908864,10256384,1
cycle,1,copy_redo,65.727,,,56480075-c69f-4d61-8a90-5bf5c16c3254,15908864,10256384,15908864,10256384,1
cycle,2,move_redo,99.92,,,56480075-c69f-4d61-8a90-5bf5c16c3254,15921152,9846784,15949824,10346496,1
cycle,2,copy_redo,74.214,,,56480075-c69f-4d61-8a90-5bf5c16c3254,15921152,9846784,15949824,10346496,1
cycle,3,move_redo,86.423,,,56480075-c69f-4d61-8a90-5bf5c16c3254,15937536,9850880,15982592,10354688,1
cycle,3,copy_redo,86.325,,,56480075-c69f-4d61-8a90-5bf5c16c3254,15937536,9850880,15982592,10354688,1
cycle,4,move_redo,107.253,,,56480075-c69f-4d61-8a90-5bf5c16c3254,16003072,10027008,16027648,10498048,1
cycle,4,copy_redo,113.592,,,56480075-c69f-4d61-8a90-5bf5c16c3254,16003072,10027008,16027648,10498048,1
cycle,5,move_redo,172.488,,,56480075-c69f-4d61-8a90-5bf5c16c3254,15990784,9904128,16027648,10035200,1
cycle,5,copy_redo,111.343,,,56480075-c69f-4d61-8a90-5bf5c16c3254,15990784,9904128,16027648,10035200,1
cycle,6,move_redo,114.644,,,56480075-c69f-4d61-8a90-5bf5c16c3254,16015360,10043392,16023552,10043392,1
cycle,6,copy_redo,116.009,,,56480075-c69f-4d61-8a90-5bf5c16c3254,16015360,10043392,16023552,10043392,1
cycle,7,move_redo,128.097,,,56480075-c69f-4d61-8a90-5bf5c16c3254,16044032,10043392,16044032,10043392,1
cycle,7,copy_redo,100.195,,,56480075-c69f-4d61-8a90-5bf5c16c3254,16044032,10043392,16044032,10043392,1
cycle,8,move_redo,130.707,,,56480075-c69f-4d61-8a90-5bf5c16c3254,16076800,10059776,16076800,10059776,1
cycle,8,copy_redo,64.296,,,56480075-c69f-4d61-8a90-5bf5c16c3254,16076800,10059776,16076800,10059776,1
cycle,9,move_redo,97.531,,,56480075-c69f-4d61-8a90-5bf5c16c3254,16105472,10072064,16105472,10072064,1
cycle,9,copy_redo,120.293,,,56480075-c69f-4d61-8a90-5bf5c16c3254,16105472,10072064,16105472,10072064,1
cycle,10,move_redo,174.578,,,56480075-c69f-4d61-8a90-5bf5c16c3254,16056320,9961472,16125952,10080256,1
cycle,10,copy_redo,97.137,,,56480075-c69f-4d61-8a90-5bf5c16c3254,16056320,9961472,16125952,10080256,1
cycle,11,move_redo,125.825,,,56480075-c69f-4d61-8a90-5bf5c16c3254,16044032,9949184,16101376,10072064,1
cycle,11,copy_redo,82.387,,,56480075-c69f-4d61-8a90-5bf5c16c3254,16044032,9949184,16101376,10072064,1
cycle,12,move_redo,144.125,,,56480075-c69f-4d61-8a90-5bf5c16c3254,16084992,10010624,16089088,10010624,1
cycle,12,copy_redo,93.041,,,56480075-c69f-4d61-8a90-5bf5c16c3254,16084992,10010624,16089088,10010624,1
