frame,wall_ms,frame_wait_ms,scene_advance_ms,view_build_ms,render_submit_ms,gpu_valid,gpu_serial,gpu_ms,process_valid,process_cpu_ms,working_set_bytes,private_bytes,vma_valid,vma_allocation_bytes,vma_peak_allocation_bytes,vma_heap_usage_bytes,vma_heap_budget_bytes,raw_instances,visible_instances,culled_instances,lights,depth_draw_calls,shadow_draw_calls,base_draw_calls,lighting_draw_calls,tone_map_draw_calls,legacy_draw_calls,presenter_draw_calls,draw_calls,total_draw_calls,all_draw_calls,dispatch_count,shadow_faces,shadow_cache_hits,shadow_misses,shadow_batches,asset_upload_bytes,dynamic_lighting_upload_bytes,gather_ms,plan_ms,upload_frame_ms
0,75.013,0.009,0.254,6.996,0.494,0,0,,1,31.25,243597312,308092928,1,59319552,59319552,135081984,38823561584,10004,10004,0,2,3,21,3,3,1,0,1,30,31,32,1,9,0,2,1,24348,1426696,9.37,11.629,0.271
1,17.55,0.002,0.265,1.777,0.06,0,0,,0,,,,0,,,,,10004,10004,0,2,3,21,3,3,1,0,1,30,31,32,1,9,0,2,1,0,1426660,4.259,7.8,0.229
2,46.08,26.627,0.334,1.671,0.071,0,0,,0,,,,0,,,,,10004,10004,0,2,3,21,3,3,1,0,1,30,31,32,1,9,0,2,1,0,1426696,3.663,11.772,0.126
3,19.658,0.001,0.252,1.672,0.044,0,0,,0,,,,0,,,,,10004,10004,0,2,3,21,3,3,1,0,1,30,31,32,1,9,0,2,1,0,1426752,5.371,10.272,0.182

summary_metric,count,median,p95,p99
wall_ms,4,32.869,70.67305,74.14501
frame_wait_ms,4,0.0055,22.6343,25.82846
scene_advance_ms,4,0.2595,0.32365,0.33193
view_build_ms,4,1.7245,6.21315,6.83943
render_submit_ms,4,0.0655,0.43055,0.48131
gpu_ms,4,15.181431921,30.5078430052,32.2620679624

gpu_sample_serial,gpu_ms
1,18.0820828919
2,12.2807809502
3,32.7006242016
4,8.56776020749
