frame,wall_ms,frame_wait_ms,scene_advance_ms,view_build_ms,render_submit_ms,gpu_valid,gpu_serial,gpu_ms,process_valid,process_cpu_ms,working_set_bytes,private_bytes,vma_valid,vma_allocation_bytes,vma_peak_allocation_bytes,vma_heap_usage_bytes,vma_heap_budget_bytes,raw_instances,visible_instances,culled_instances,lights,depth_draw_calls,shadow_draw_calls,base_draw_calls,lighting_draw_calls,tone_map_draw_calls,legacy_draw_calls,presenter_draw_calls,draw_calls,total_draw_calls,all_draw_calls,dispatch_count,shadow_faces,shadow_cache_hits,shadow_misses,shadow_batches,asset_upload_bytes,dynamic_lighting_upload_bytes,gather_ms,plan_ms,upload_frame_ms
0,86.746,0.01,0.001,3.589,0.667,0,0,,1,46.875,231682048,302149632,1,59175616,59175616,135081984,38823561584,10004,104,9900,2,3,15,3,3,1,0,1,24,25,26,1,9,0,2,1,24348,1282756,7.66,3.172,0.216
1,10.122,0.003,0.001,0.556,0.084,0,0,,0,,,,0,,,,,10004,104,9900,2,3,0,3,3,1,0,1,9,10,11,1,0,2,0,1,0,1281872,3.318,1.68,0.335
2,123.332,117.349,0,0.425,0.065,0,0,,0,,,,0,,,,,10004,104,9900,2,3,0,3,3,1,0,1,9,10,11,1,0,2,0,1,0,1281872,3.151,1.386,0.112
3,18.756,12.273,0,0.504,0.066,0,0,,0,,,,0,,,,,10004,104,9900,2,3,0,3,3,1,0,1,9,10,11,1,0,2,0,1,0,1281872,3.564,1.435,0.113

summary_metric,count,median,p95,p99
wall_ms,4,52.751,117.8441,122.23442
frame_wait_ms,4,6.1415,101.5876,114.19672
scene_advance_ms,4,0.0005,0.001,0.001
view_build_ms,4,0.53,3.13405,3.49801
render_submit_ms,4,0.075,0.57955,0.64951
gpu_ms,4,15.7769006565,88.3500212805,98.4796272832

gpu_sample_serial,gpu_ms
1,101.012028784
2,16.5986454281
3,14.9551558849
4,1.68093745896
