kind,index,name,duration_ms,from_cache,source_hash,source_id,working_set_bytes,private_bytes,peak_working_set_bytes,peak_private_bytes,restored
stage,0,initial_import,95.134,0,cd44f7f822ce27933d3368d29c5c566289724418ac7c00e5083b5cdbcaaa7815,,14888960,9392128,14888960,9392128,
stage,0,cooked_cold_load,76,0,cd44f7f822ce27933d3368d29c5c566289724418ac7c00e5083b5cdbcaaa7815,,20578304,15003648,20578304,15003648,
stage,0,cooked_warm_load,26.099,1,cd44f7f822ce27933d3368d29c5c566289724418ac7c00e5083b5cdbcaaa7815,,26271744,20738048,26271744,20738048,
stage,0,material_document_asset_load_unload,240.966,1,cd44f7f822ce27933d3368d29c5c566289724418ac7c00e5083b5cdbcaaa7815,,26722304,20742144,26722304,20742144,
stage,0,file_move_redo_1,89.327,0,,,15712256,9895936,15712256,9895936,
stage,0,file_move_undo_1,83.605,0,,,15720448,9895936,15720448,9895936,
stage,0,file_move_redo_again_1,96.097,0,,,15720448,9895936,15720448,9895936,
stage,0,file_move_final_undo_1,89.425,0,,,15720448,9895936,15720448,9895936,
stage,0,file_copy_redo_1,63.103,0,,,15691776,9871360,15691776,9871360,
stage,0,file_copy_undo_1,60.16,0,,,15704064,9875456,15704064,9875456,
stage,0,file_copy_redo_again_1,68.38,0,,,15704064,9875456,15704064,9875456,
stage,0,file_copy_final_undo_1,62.936,0,,,15704064,9875456,15704064,9875456,
stage,0,file_move_redo_2,88.655,0,,,15728640,9900032,15728640,9900032,
stage,0,file_move_undo_2,106.25,0,,,15732736,9900032,15732736,9900032,
stage,0,file_move_redo_again_2,87.578,0,,,15732736,9900032,15732736,9900032,
stage,0,file_move_final_undo_2,89.588,0,,,15732736,9900032,15732736,9900032,
stage,0,file_copy_redo_2,79.32,0,,,15745024,9609216,15745024,9609216,
stage,0,file_copy_undo_2,59.85,0,,,15769600,9609216,15769600,9609216,
stage,0,file_copy_redo_again_2,59.292,0,,,15769600,9908224,15769600,9908224,
stage,0,file_copy_final_undo_2,59.717,0,,,15769600,9908224,15769600,9908224,
stage,0,file_move_redo_3,86.414,0,,,15802368,9908224,15802368,9908224,
stage,0,file_move_undo_3,86.456,0,,,15798272,9879552,15814656,9916416,
stage,0,file_move_redo_again_3,85.519,0,,,15806464,9891840,15806464,9891840,
stage,0,file_move_final_undo_3,91.999,0,,,15806464,9891840,15806464,9891840,
stage,0,file_copy_redo_3,74.152,0,,,15826944,9900032,15826944,9900032,
stage,0,file_copy_undo_3,66.221,0,,,15826944,9900032,15826944,9900032,
stage,0,file_copy_redo_again_3,76.537,0,,,15826944,9900032,15826944,9900032,
stage,0,file_copy_final_undo_3,70.105,0,,,15826944,9900032,15826944,9900032,
stage,0,file_move_redo_4,102.018,0,,,15826944,9916416,15826944,9916416,
stage,0,file_move_undo_4,99.83,0,,,15826944,9916416,15826944,9916416,
stage,0,file_move_redo_again_4,103.071,0,,,15826944,9916416,15826944,9916416,
stage,0,file_move_final_undo_4,98.721,0,,,15826944,9916416,15826944,9916416,
stage,0,file_copy_redo_4,68.714,0,,,15843328,9916416,15843328,9916416,
stage,0,file_copy_undo_4,61.594,0,,,15847424,9916416,15847424,9916416,
stage,0,file_copy_redo_again_4,77.281,0,,,15847424,9916416,15847424,9916416,
stage,0,file_copy_final_undo_4,54.606,0,,,15847424,9916416,15847424,9916416,
stage,0,file_move_redo_5,79.016,0,,,15781888,9916416,15781888,9916416,
stage,0,file_move_undo_5,90.214,0,,,15785984,9916416,15785984,9916416,
stage,0,file_move_redo_again_5,99.022,0,,,15798272,9916416,15798272,9916416,
stage,0,file_move_final_undo_5,98.664,0,,,15798272,9916416,15798272,9916416,
stage,0,file_copy_redo_5,59.994,0,,,15839232,9695232,15839232,9695232,
stage,0,file_copy_undo_5,56.364,0,,,15839232,9695232,15839232,9695232,
stage,0,file_copy_redo_again_5,63.396,0,,,15839232,9695232,15839232,9695232,
stage,0,file_copy_final_undo_5,56.674,0,,,15847424,9703424,15847424,9703424,
stage,0,file_move_redo_6,91.729,0,,,15822848,9662464,15822848,9662464,
stage,0,file_move_undo_6,83.039,0,,,15835136,9674752,15835136,9674752,
stage,0,file_move_redo_again_6,82.148,0,,,15835136,9674752,15835136,9674752,
stage,0,file_move_final_undo_6,84.269,0,,,15835136,9674752,15835136,9674752,
stage,0,file_copy_redo_6,65.605,0,,,15765504,9605120,15822848,9670656,
stage,0,file_copy_undo_6,58.767,0,,,15814656,9924608,15814656,9924608,
stage,0,file_copy_redo_again_6,62.704,0,,,15814656,9924608,15814656,9924608,
stage,0,file_copy_final_undo_6,59.386,0,,,15822848,9924608,15822848,9924608,
stage,0,file_move_redo_7,82.897,0,,,15872000,9924608,15872000,9924608,
stage,0,file_move_undo_7,85.507,0,,,15872000,9924608,15872000,9924608,
stage,0,file_move_redo_again_7,88.733,0,,,15872000,9924608,15872000,9924608,
stage,0,file_move_final_undo_7,95.252,0,,,15872000,9924608,15872000,9924608,
stage,0,file_copy_redo_7,80.043,0,,,15839232,9691136,15839232,9691136,
stage,0,file_copy_undo_7,63.11,0,,,15839232,9691136,15839232,9691136,
stage,0,file_copy_redo_again_7,66.659,0,,,15839232,9691136,15839232,9691136,
stage,0,file_copy_final_undo_7,64.64,0,,,15839232,9691136,15839232,9691136,
stage,0,file_move_redo_8,89.311,0,,,15831040,9924608,15831040,9924608,
stage,0,file_move_undo_8,96.042,0,,,15839232,9932800,15839232,9932800,
stage,0,file_move_redo_again_8,98.912,0,,,15839232,9932800,15839232,9932800,
stage,0,file_move_final_undo_8,111.165,0,,,15839232,9932800,15839232,9932800,
stage,0,file_copy_redo_8,68.383,0,,,15892480,9936896,15892480,9936896,
stage,0,file_copy_undo_8,66.62,0,,,15892480,9940992,15892480,9940992,
stage,0,file_copy_redo_again_8,68.578,0,,,15900672,9945088,15900672,9945088,
stage,0,file_copy_final_undo_8,66.102,0,,,15904768,9945088,15904768,9945088,
stage,0,file_move_redo_9,88.419,0,,,15876096,9736192,15876096,9736192,
stage,0,file_move_undo_9,99.544,0,,,15880192,9752576,15880192,9752576,
stage,0,file_move_redo_again_9,96.507,0,,,15945728,9822208,15945728,9822208,
stage,0,file_move_final_undo_9,513.719,0,,,15945728,9822208,15945728,9822208,
stage,0,file_copy_redo_9,65.381,0,,,15945728,9973760,15945728,9973760,
stage,0,file_copy_undo_9,63.707,0,,,15958016,9986048,15958016,9986048,
stage,0,file_copy_redo_again_9,64.384,0,,,15958016,9986048,15958016,9986048,
stage,0,file_copy_final_undo_9,59.232,0,,,15958016,9986048,15958016,9986048,
stage,0,file_move_redo_10,90.345,0,,,15970304,9818112,15970304,9818112,
stage,0,file_move_undo_10,83.208,0,,,15970304,9818112,15970304,9818112,
stage,0,file_move_redo_again_10,82.802,0,,,15970304,9818112,15970304,9818112,
stage,0,file_move_final_undo_10,89.598,0,,,15970304,9818112,15970304,9818112,
stage,0,file_copy_redo_10,69.004,0,,,15929344,9846784,15937536,9846784,
stage,0,file_copy_undo_10,58.973,0,,,15941632,9846784,15941632,9846784,
stage,0,file_copy_redo_again_10,67.499,0,,,15941632,9846784,15941632,9846784,
stage,0,file_copy_final_undo_10,52.06,0,,,15941632,9846784,15941632,9846784,
stage,0,file_move_redo_11,95.905,0,,,16011264,10047488,16011264,10047488,
stage,0,file_move_undo_11,87.674,0,,,16011264,10047488,16011264,10047488,
stage,0,file_move_redo_again_11,85.399,0,,,15958016,9838592,16011264,10047488,
stage,0,file_move_final_undo_11,87.231,0,,,15958016,9838592,15958016,9838592,
stage,0,file_copy_redo_11,61.163,0,,,15994880,9838592,15994880,9838592,
