kind,index,name,duration_ms,from_cache,source_hash,source_id,working_set_bytes,private_bytes,peak_working_set_bytes,peak_private_bytes,restored
stage,0,file_move_redo_again_5,83.189,0,,,15806464,9654272,15806464,9654272,
stage,0,file_move_final_undo_5,90.013,0,,,15806464,9654272,15806464,9654272,
stage,0,file_copy_redo_5,63.12,0,,,15814656,9707520,15814656,9707520,
stage,0,file_copy_undo_5,64.678,0,,,15818752,9707520,15818752,9707520,
stage,0,file_copy_redo_again_5,63.518,0,,,15818752,9707520,15818752,9707520,
stage,0,file_copy_final_undo_5,60.769,0,,,15818752,9707520,15818752,9707520,
stage,0,file_move_redo_6,92.598,0,,,15818752,9715712,15818752,9715712,
stage,0,file_move_undo_6,107.298,0,,,15818752,9715712,15818752,9715712,
stage,0,file_move_redo_again_6,101.421,0,,,15818752,9715712,15818752,9715712,
stage,0,file_move_final_undo_6,91.756,0,,,15818752,9715712,15818752,9715712,
stage,0,file_copy_redo_6,66.388,0,,,15822848,9678848,15822848,9678848,
stage,0,file_copy_undo_6,63.704,0,,,15822848,9678848,15822848,9678848,
stage,0,file_copy_redo_again_6,69.835,0,,,15822848,9678848,15822848,9678848,
stage,0,file_copy_final_undo_6,68.573,0,,,15822848,9678848,15822848,9678848,
stage,0,file_move_redo_7,87.298,0,,,15822848,9678848,15822848,9678848,
stage,0,file_move_undo_7,100.177,0,,,15822848,9678848,15822848,9678848,
stage,0,file_move_redo_again_7,106.04,0,,,15822848,9678848,15822848,9678848,
stage,0,file_move_final_undo_7,100.44,0,,,15822848,9678848,15822848,9678848,
stage,0,file_copy_redo_7,81.173,0,,,15822848,9670656,15822848,9670656,
stage,0,file_copy_undo_7,68.979,0,,,15855616,9707520,15855616,9707520,
stage,0,file_copy_redo_again_7,78.824,0,,,15855616,9715712,15855616,9715712,
stage,0,file_copy_final_undo_7,66.253,0,,,15859712,9715712,15859712,9715712,
stage,0,file_move_redo_8,98.644,0,,,15851520,9699328,15851520,9699328,
stage,0,file_move_undo_8,90.129,0,,,15859712,9707520,15859712,9707520,
stage,0,file_move_redo_again_8,88.254,0,,,15859712,9707520,15859712,9707520,
stage,0,file_move_final_undo_8,93.835,0,,,15859712,9707520,15859712,9707520,
stage,0,file_copy_redo_8,66.99,0,,,15855616,9715712,15855616,9715712,
stage,0,file_copy_undo_8,66.526,0,,,15867904,9715712,15867904,9715712,
stage,0,file_copy_redo_again_8,69.203,0,,,15876096,9723904,15876096,9723904,
stage,0,file_copy_final_undo_8,65.097,0,,,15876096,9723904,15876096,9723904,
stage,0,file_move_redo_9,431.852,0,,,15896576,9986048,15896576,9986048,
stage,0,file_move_undo_9,99.399,0,,,15863808,9969664,15896576,9986048,
stage,0,file_move_redo_again_9,85.369,0,,,15867904,9986048,15867904,9986048,
stage,0,file_move_final_undo_9,87.338,0,,,15867904,9986048,15867904,9986048,
stage,0,file_copy_redo_9,68.093,0,,,15888384,9994240,15888384,9994240,
stage,0,file_copy_undo_9,59.416,0,,,15904768,9994240,15904768,9994240,
stage,0,file_copy_redo_again_9,67.737,0,,,15904768,9994240,15904768,9994240,
stage,0,file_copy_final_undo_9,58.218,0,,,15904768,9994240,15904768,9994240,
stage,0,file_move_redo_10,97.578,0,,,15900672,9994240,15900672,9994240,
stage,0,file_move_undo_10,155.878,0,,,15892480,9981952,15908864,10002432,
stage,0,file_move_redo_again_10,99.365,0,,,15962112,10055680,15962112,10055680,
stage,0,file_move_final_undo_10,101.736,0,,,15962112,10055680,15962112,10055680,
stage,0,file_copy_redo_10,73.285,0,,,15953920,9805824,15953920,9805824,
stage,0,file_copy_undo_10,59.409,0,,,15986688,10059776,15986688,10059776,
stage,0,file_copy_redo_again_10,66.053,0,,,15990784,10072064,15990784,10072064,
stage,0,file_copy_final_undo_10,56.005,0,,,15998976,10072064,15998976,10072064,
stage,0,file_move_redo_11,84.77,0,,,16019456,10072064,16019456,10072064,
stage,0,file_move_undo_11,89.381,0,,,15974400,9850880,15974400,9850880,
stage,0,file_move_redo_again_11,89.827,0,,,15974400,9850880,15974400,9850880,
stage,0,file_move_final_undo_11,96.886,0,,,15986688,9863168,15986688,9863168,
stage,0,file_copy_redo_11,68.284,0,,,15978496,9863168,15978496,9863168,
stage,0,file_copy_undo_11,64.247,0,,,15978496,9863168,15978496,9863168,
stage,0,file_copy_redo_again_11,67.448,0,,,15978496,9863168,15978496,9863168,
stage,0,file_copy_final_undo_11,60.58,0,,,15978496,9863168,15978496,9863168,
stage,0,file_move_redo_12,73.672,0,,,15974400,9854976,15974400,9854976,
stage,0,file_move_undo_12,82.823,0,,,15978496,9859072,15978496,9859072,
stage,0,file_move_redo_again_12,85.805,0,,,15978496,9859072,15978496,9859072,
stage,0,file_move_final_undo_12,82.773,0,,,15982592,9863168,15982592,9863168,
stage,0,file_copy_redo_12,58.495,0,,,15986688,10035200,15986688,10035200,
stage,0,file_copy_undo_12,53.485,0,,,15994880,10072064,15994880,10072064,
stage,0,file_copy_redo_again_12,57.105,0,,,15994880,10072064,15994880,10072064,
stage,0,file_copy_final_undo_12,54.62,0,,,15994880,10072064,15994880,10072064,
cycle,1,move_redo,93.711,,,4ac23cfb-ebee-4cab-b267-63afbce66731,15761408,9621504,15761408,9621504,1
cycle,1,copy_redo,78.443,,,4ac23cfb-ebee-4cab-b267-63afbce66731,15761408,9621504,15761408,9621504,1
cycle,2,move_redo,101.772,,,4ac23cfb-ebee-4cab-b267-63afbce66731,15785984,9670656,15785984,9670656,1
cycle,2,copy_redo,63.699,,,4ac23cfb-ebee-4cab-b267-63afbce66731,15785984,9670656,15785984,9670656,1
cycle,3,move_redo,86.631,,,4ac23cfb-ebee-4cab-b267-63afbce66731,15794176,9670656,15798272,9678848,1
cycle,3,copy_redo,72.046,,,4ac23cfb-ebee-4cab-b267-63afbce66731,15794176,9670656,15798272,9678848,1
cycle,4,move_redo,93.513,,,4ac23cfb-ebee-4cab-b267-63afbce66731,15839232,9707520,15839232,9707520,1
cycle,4,copy_redo,64.943,,,4ac23cfb-ebee-4cab-b267-63afbce66731,15839232,9707520,15839232,9707520,1
cycle,5,move_redo,81.655,,,4ac23cfb-ebee-4cab-b267-63afbce66731,15826944,9715712,15826944,9715712,1
cycle,5,copy_redo,63.12,,,4ac23cfb-ebee-4cab-b267-63afbce66731,15826944,9715712,15826944,9715712,1
cycle,6,move_redo,92.598,,,4ac23cfb-ebee-4cab-b267-63afbce66731,15826944,9678848,15826944,9715712,1
cycle,6,copy_redo,66.388,,,4ac23cfb-ebee-4cab-b267-63afbce66731,15826944,9678848,15826944,9715712,1
cycle,7,move_redo,87.298,,,4ac23cfb-ebee-4cab-b267-63afbce66731,15859712,9715712,15859712,9715712,1
cycle,7,copy_redo,81.173,,,4ac23cfb-ebee-4cab-b267-63afbce66731,15859712,9715712,15859712,9715712,1
cycle,8,move_redo,98.644,,,4ac23cfb-ebee-4cab-b267-63afbce66731,15884288,9732096,15884288,9732096,1
cycle,8,copy_redo,66.99,,,4ac23cfb-ebee-4cab-b267-63afbce66731,15884288,9732096,15884288,9732096,1
cycle,9,move_redo,431.852,,,4ac23cfb-ebee-4cab-b267-63afbce66731,15904768,9994240,15904768,9994240,1
cycle,9,copy_redo,68.093,,,4ac23cfb-ebee-4cab-b267-63afbce66731,15904768,9994240,15904768,9994240,1
cycle,10,move_redo,97.578,,,4ac23cfb-ebee-4cab-b267-63afbce66731,15998976,10072064,15998976,10072064,1
cycle,10,copy_redo,73.285,,,4ac23cfb-ebee-4cab-b267-63afbce66731,15998976,10072064,15998976,10072064,1
cycle,11,move_redo,84.77,,,4ac23cfb-ebee-4cab-b267-63afbce66731,15978496,9863168,16019456,10072064,1
cycle,11,copy_redo,68.284,,,4ac23cfb-ebee-4cab-b267-63afbce66731,15978496,9863168,16019456,10072064,1
cycle,12,move_redo,73.672,,,4ac23cfb-ebee-4cab-b267-63afbce66731,15994880,10072064,15994880,10072064,1
cycle,12,copy_redo,58.495,,,4ac23cfb-ebee-4cab-b267-63afbce66731,15994880,10072064,15994880,10072064,1
