kind,index,name,duration_ms,from_cache,source_hash,source_id,working_set_bytes,private_bytes,peak_working_set_bytes,peak_private_bytes,restored
stage,0,initial_import,91.073,0,cd44f7f822ce27933d3368d29c5c566289724418ac7c00e5083b5cdbcaaa7815,,14893056,9404416,14893056,9404416,
stage,0,cooked_cold_load,83.558,0,cd44f7f822ce27933d3368d29c5c566289724418ac7c00e5083b5cdbcaaa7815,,20582400,15015936,20582400,15015936,
stage,0,cooked_warm_load,30.179,1,cd44f7f822ce27933d3368d29c5c566289724418ac7c00e5083b5cdbcaaa7815,,26275840,20750336,26275840,20750336,
stage,0,material_document_asset_load_unload,260.605,1,cd44f7f822ce27933d3368d29c5c566289724418ac7c00e5083b5cdbcaaa7815,,26742784,20770816,26742784,20770816,
stage,0,file_move_redo_1,93.711,0,,,15740928,9621504,15740928,9621504,
stage,0,file_move_undo_1,93.85,0,,,15749120,9621504,15749120,9621504,
stage,0,file_move_redo_again_1,90.478,0,,,15749120,9621504,15749120,9621504,
stage,0,file_move_final_undo_1,89.943,0,,,15749120,9621504,15749120,9621504,
stage,0,file_copy_redo_1,78.443,0,,,15757312,9617408,15757312,9617408,
stage,0,file_copy_undo_1,62.511,0,,,15757312,9617408,15757312,9617408,
stage,0,file_copy_redo_again_1,345.182,0,,,15761408,9621504,15761408,9621504,
stage,0,file_copy_final_undo_1,59.395,0,,,15761408,9621504,15761408,9621504,
stage,0,file_move_redo_2,101.772,0,,,15757312,9625600,15757312,9625600,
stage,0,file_move_undo_2,99.203,0,,,15761408,9625600,15761408,9625600,
stage,0,file_move_redo_again_2,206.529,0,,,15761408,9625600,15761408,9625600,
stage,0,file_move_final_undo_2,89.099,0,,,15761408,9625600,15761408,9625600,
stage,0,file_copy_redo_2,63.699,0,,,15785984,9662464,15785984,9662464,
stage,0,file_copy_undo_2,56.114,0,,,15785984,9670656,15785984,9670656,
stage,0,file_copy_redo_again_2,61.11,0,,,15785984,9670656,15785984,9670656,
stage,0,file_copy_final_undo_2,56.454,0,,,15785984,9670656,15785984,9670656,
stage,0,file_move_redo_3,86.631,0,,,15785984,9666560,15785984,9666560,
stage,0,file_move_undo_3,86.867,0,,,15798272,9678848,15798272,9678848,
stage,0,file_move_redo_again_3,85.79,0,,,15798272,9678848,15798272,9678848,
stage,0,file_move_final_undo_3,89.348,0,,,15798272,9678848,15798272,9678848,
stage,0,file_copy_redo_3,72.046,0,,,15794176,9670656,15794176,9670656,
stage,0,file_copy_undo_3,65.229,0,,,15794176,9670656,15794176,9670656,
stage,0,file_copy_redo_again_3,68.871,0,,,15794176,9670656,15794176,9670656,
stage,0,file_copy_final_undo_3,55.249,0,,,15794176,9670656,15794176,9670656,
stage,0,file_move_redo_4,93.513,0,,,15806464,9670656,15806464,9670656,
stage,0,file_move_undo_4,99.697,0,,,15806464,9670656,15806464,9670656,
stage,0,file_move_redo_again_4,96.601,0,,,15806464,9670656,15806464,9670656,
stage,0,file_move_final_undo_4,89.791,0,,,15806464,9670656,15806464,9670656,
stage,0,file_copy_redo_4,64.943,0,,,15826944,9707520,15826944,9707520,
stage,0,file_copy_undo_4,56.559,0,,,15835136,9707520,15835136,9707520,
stage,0,file_copy_redo_again_4,61.139,0,,,15839232,9707520,15839232,9707520,
stage,0,file_copy_final_undo_4,56.993,0,,,15839232,9707520,15839232,9707520,
stage,0,file_move_redo_5,81.655,0,,,15806464,9654272,15806464,9654272,
stage,0,file_move_undo_5,79.53,0,,,15806464,9654272,15806464,9654272,
