"scenario","before_wall_median_ms","after_wall_median_ms","change_percent_wall_median_ms","before_wall_p95_ms","after_wall_p95_ms","change_percent_wall_p95_ms","before_wall_p99_ms","after_wall_p99_ms","change_percent_wall_p99_ms","before_gpu_median_ms","after_gpu_median_ms","change_percent_gpu_median_ms","before_gpu_p95_ms","after_gpu_p95_ms","change_percent_gpu_p95_ms","before_gpu_p99_ms","after_gpu_p99_ms","change_percent_gpu_p99_ms","before_wait_median_ms","after_wait_median_ms","change_percent_wait_median_ms","before_view_median_ms","after_view_median_ms","change_percent_view_median_ms","before_gather_median_ms","after_gather_median_ms","change_percent_gather_median_ms","before_plan_median_ms","after_plan_median_ms","change_percent_plan_median_ms","before_upload_median_ms","after_upload_median_ms","change_percent_upload_median_ms","before_measured_frames_per_second","after_measured_frames_per_second","change_percent_measured_frames_per_second","before_private_peak_bytes","after_private_peak_bytes","change_percent_private_peak_bytes","before_working_set_peak_bytes","after_working_set_peak_bytes","change_percent_working_set_peak_bytes","before_vma_peak_bytes","after_vma_peak_bytes","change_percent_vma_peak_bytes","before_draws_median","after_draws_median","change_percent_draws_median","before_dispatches_median","after_dispatches_median","change_percent_dispatches_median","before_shadow_faces_median","after_shadow_faces_median","change_percent_shadow_faces_median","before_shadow_cache_hits_median","after_shadow_cache_hits_median","change_percent_shadow_cache_hits_median","before_batches_median","after_batches_median","change_percent_batches_median","before_asset_upload_max_bytes","after_asset_upload_max_bytes","change_percent_asset_upload_max_bytes","before_dynamic_upload_median_bytes","after_dynamic_upload_median_bytes","change_percent_dynamic_upload_median_bytes"
"instances-10000-visible","13,233","11,084","-16,239703770875845","23,8768","17,3494","-27,33783421564029","30,4036","21,4328","-29,505716428317697","6,15119776649","5,24408841364","-14,746873491723466","19,7453536846","14,8624605746","-24,729327152079918","22,9848056888","19,7539114969","-14,056652188599305","0,001","0,001","0","0,572","0,495","-13,461538461538458","3,94","3,2015000000000002","-18,74365482233502","6,568","5,633","-14,235688185140072","0,107","0,101","-5,607476635514008","68,88687397555734","84,60881791503918","22,822844225825012","309035008","310136832","0,3565369526031148","246112256","247095296","0,3994274872682446","73683136","73683136","0","11","11","0","1","1","0","0","0",,"2","2","0","1","1","0","0","0",,"1321472","1321472","0"
"instances-10000-moving","15,6795","14,167","-9,646353518925988","25,74605","22,376","-13,089580731801576","32,6013","25,614","-21,43258090935024","7,26937482253","5,62046861278","-22,68291634432632","23,5737337995","20,0639838852","-14,888392072936885","28,2934560801","22,7264838202","-19,675829789544487","0,001","0,001","0","1,554","1,482","-4,633204633204635","3,7800000000000002","3,144","-16,825396825396833","8,203","7,287","-11,166646348896736","0,11","0,107","-2,7272727272727337","59,45876165755863","66,11110700552038","11,188166659565946","309497856","310444032","0,30571326477943916","246525952","247140352","0,24922325419109992","73789376","73789376","0","32","32","0","1","1","0","9","9","0","0","0",,"1","1","0","0","0",,"1426798","1426792","-0,00042052203605980054"
"instances-10000-culled","4,319","5,923","37,13822644130587","7,6763","13,0258","69,68852181389471","10,29038","15,7596","53,1488633072831","1,42583329852","4,3990623926","208,52571595614867","5,52424986513","8,96735915607","62,327182422965485","7,45022690144","9,878249238","32,589911269557525","0,001","1,3115","131050","0,304","0,4075","34,04605263157894","2,207","2,571","16,49297689170821","0,831","0,7535000000000001","-9,32611311672682","0,073","0,0995","36,30136986301371","213,2038524557407","139,59838065878435","-34,52351866495293","303730688","303906816","0,05798821355844641","243052544","242876416","-0,07246498929877054","73499584","73499584","0","11","11","0","1","1","0","0","0",,"2","2","0","1","1","0","0","0",,"1281872","1281872","0"
