frame,wall_ms,frame_wait_ms,scene_advance_ms,view_build_ms,render_submit_ms,gpu_valid,gpu_serial,gpu_ms,process_valid,process_cpu_ms,working_set_bytes,private_bytes,vma_valid,vma_allocation_bytes,vma_peak_allocation_bytes,vma_heap_usage_bytes,vma_heap_budget_bytes,raw_instances,visible_instances,culled_instances,lights,depth_draw_calls,shadow_draw_calls,base_draw_calls,lighting_draw_calls,tone_map_draw_calls,legacy_draw_calls,presenter_draw_calls,draw_calls,total_draw_calls,all_draw_calls,dispatch_count,shadow_faces,shadow_cache_hits,shadow_misses,shadow_batches,asset_upload_bytes,dynamic_lighting_upload_bytes,gather_ms,plan_ms,upload_frame_ms
0,97.068,0.029,0.008,0.051,1.212,0,0,,1,15.625,242294784,331378688,1,62931328,62931328,135081984,38823561584,40,40,0,5,3,53,3,3,1,0,1,62,63,64,1,27,0,5,1,24348,8576,0.307,0.68,0.137
1,3.498,0.016,0.01,0.013,0.301,0,0,,0,,,,0,,,,,40,40,0,5,3,53,3,3,1,0,1,62,63,64,1,27,0,5,1,0,8588,0.028,0.157,0.27
2,22.69,20.415,0.009,0.014,0.172,0,0,,0,,,,0,,,,,40,40,0,5,3,53,3,3,1,0,1,62,63,64,1,27,0,5,1,0,8588,0.027,0.124,0.135
3,8.953,6.597,0.009,0.028,0.231,0,0,,0,,,,0,,,,,40,40,0,5,3,53,3,3,1,0,1,62,63,64,1,27,0,5,1,0,8592,0.025,0.147,0.142

summary_metric,count,median,p95,p99
wall_ms,4,15.8215,85.9113,94.83666
frame_wait_ms,4,3.313,18.3423,20.00046
scene_advance_ms,4,0.009,0.00985,0.00997
view_build_ms,4,0.021,0.04755,0.05031
render_submit_ms,4,0.266,1.07535,1.18467
gpu_ms,4,11.0905726459,21.3457468747,22.6589405926

gpu_sample_serial,gpu_ms
1,22.9872390221
2,8.4417185439
3,12.0439580393
4,10.1371872525
