frame,wall_ms,frame_wait_ms,scene_advance_ms,view_build_ms,render_submit_ms,gpu_valid,gpu_serial,gpu_ms,process_valid,process_cpu_ms,working_set_bytes,private_bytes,vma_valid,vma_allocation_bytes,vma_peak_allocation_bytes,vma_heap_usage_bytes,vma_heap_budget_bytes,raw_instances,visible_instances,culled_instances,lights,depth_draw_calls,shadow_draw_calls,base_draw_calls,lighting_draw_calls,tone_map_draw_calls,legacy_draw_calls,presenter_draw_calls,draw_calls,total_draw_calls,all_draw_calls,dispatch_count,shadow_faces,shadow_cache_hits,shadow_misses,shadow_batches,asset_upload_bytes,dynamic_lighting_upload_bytes,gather_ms,plan_ms,upload_frame_ms
0,118.486,0.022,0.015,0.065,1.022,0,0,,1,46.875,377204736,466518016,1,114450368,114450368,301572096,38823561584,40,40,0,33,3,340,3,6,1,0,1,352,353,354,2,195,0,33,2,24348,24504,0.642,13.055,0.234
1,12.261,0.016,0.013,0.016,0.374,0,0,,0,,,,0,,,,,40,40,0,33,3,334,3,6,1,0,1,346,347,348,2,192,1,32,2,0,24084,0.06,0.843,0.473
2,57.48,49.61,0.015,0.022,0.416,0,0,,0,,,,0,,,,,40,40,0,33,3,334,3,6,1,0,1,346,347,348,2,192,1,32,2,0,24096,0.055,0.749,0.061
3,72.686,63.97,0.021,0.028,0.286,0,0,,0,,,,0,,,,,40,40,0,33,3,336,3,6,1,0,1,348,349,350,2,192,1,32,2,0,24056,0.07,0.798,0.089

summary_metric,count,median,p95,p99
wall_ms,4,65.083,111.616,117.112
frame_wait_ms,4,24.816,61.816,63.5392
scene_advance_ms,4,0.015,0.0201,0.02082
view_build_ms,4,0.025,0.05945,0.06389
render_submit_ms,4,0.395,0.9311,1.00382
gpu_ms,4,63.1301547087,70.5488498401,71.168268575

gpu_sample_serial,gpu_ms
1,60.0990089494
2,71.3231232587
3,35.0944262265
4,66.1613004681
