frame,wall_ms,frame_wait_ms,scene_advance_ms,view_build_ms,render_submit_ms,gpu_valid,gpu_serial,gpu_ms,process_valid,process_cpu_ms,working_set_bytes,private_bytes,vma_valid,vma_allocation_bytes,vma_peak_allocation_bytes,vma_heap_usage_bytes,vma_heap_budget_bytes,raw_instances,visible_instances,culled_instances,lights,depth_draw_calls,shadow_draw_calls,base_draw_calls,lighting_draw_calls,tone_map_draw_calls,legacy_draw_calls,presenter_draw_calls,draw_calls,total_draw_calls,all_draw_calls,dispatch_count,shadow_faces,shadow_cache_hits,shadow_misses,shadow_batches,asset_upload_bytes,dynamic_lighting_upload_bytes,gather_ms,plan_ms,upload_frame_ms
0,98.616,0.031,0,0.058,1.065,0,0,,1,46.875,242282496,331390976,1,62931328,62931328,135081984,38823561584,40,40,0,5,3,53,3,3,1,0,1,62,63,64,1,27,0,5,1,24348,8584,0.378,0.939,0.182
1,2.004,0.011,0,0.015,0.456,0,0,,0,,,,0,,,,,40,40,0,5,3,0,3,3,1,0,1,9,10,11,1,0,5,0,1,0,7232,0.025,0.089,0.312
2,29.542,28.051,0.001,0.012,0.235,0,0,,0,,,,0,,,,,40,40,0,5,3,0,3,3,1,0,1,9,10,11,1,0,5,0,1,0,7232,0.026,0.093,0.073
3,29.32,27.681,0,0.011,0.256,0,0,,0,,,,0,,,,,40,40,0,5,3,0,3,3,1,0,1,9,10,11,1,0,5,0,1,0,7232,0.027,0.085,0.07

summary_metric,count,median,p95,p99
wall_ms,4,29.431,88.2549,96.54378
frame_wait_ms,4,13.856,27.9955,28.0399
scene_advance_ms,4,0,0.00085,0.00097
view_build_ms,4,0.0135,0.05155,0.05671
render_submit_ms,4,0.356,0.97365,1.04673
gpu_ms,4,26.0552597806,33.1463012741,33.764301259

gpu_sample_serial,gpu_ms
1,12.316041366
2,28.768801381
3,33.9188012552
4,23.3417181801
