"scenario","before_wall_median_ms","after_wall_median_ms","change_percent_wall_median_ms","before_wall_p95_ms","after_wall_p95_ms","change_percent_wall_p95_ms","before_wall_p99_ms","after_wall_p99_ms","change_percent_wall_p99_ms","before_gpu_median_ms","after_gpu_median_ms","change_percent_gpu_median_ms","before_gpu_p95_ms","after_gpu_p95_ms","change_percent_gpu_p95_ms","before_gpu_p99_ms","after_gpu_p99_ms","change_percent_gpu_p99_ms","before_wait_median_ms","after_wait_median_ms","change_percent_wait_median_ms","before_view_median_ms","after_view_median_ms","change_percent_view_median_ms","before_gather_median_ms","after_gather_median_ms","change_percent_gather_median_ms","before_plan_median_ms","after_plan_median_ms","change_percent_plan_median_ms","before_upload_median_ms","after_upload_median_ms","change_percent_upload_median_ms","before_measured_frames_per_second","after_measured_frames_per_second","change_percent_measured_frames_per_second","before_private_peak_bytes","after_private_peak_bytes","change_percent_private_peak_bytes","before_working_set_peak_bytes","after_working_set_peak_bytes","change_percent_working_set_peak_bytes","before_vma_peak_bytes","after_vma_peak_bytes","change_percent_vma_peak_bytes","before_draws_median","after_draws_median","change_percent_draws_median","before_dispatches_median","after_dispatches_median","change_percent_dispatches_median","before_shadow_faces_median","after_shadow_faces_median","change_percent_shadow_faces_median","before_shadow_cache_hits_median","after_shadow_cache_hits_median","change_percent_shadow_cache_hits_median","before_batches_median","after_batches_median","change_percent_batches_median","before_asset_upload_max_bytes","after_asset_upload_max_bytes","change_percent_asset_upload_max_bytes","before_dynamic_upload_median_bytes","after_dynamic_upload_median_bytes","change_percent_dynamic_upload_median_bytes"
"instances-10000-moving","21,0275","21,148","0,5730590892878418","45,63945","62,469825","36,87681380910595","80,66778000000001","85,299875","5,742187277249955","12,179739286","11,974231478499998","-1,6872923358566716","45,71061607155","55,8978879582","22,28644626163876","76,07352470535","79,77834883349999","4,87005714865929","0,001","0,001","0","1,841","1,813","-1,520912547528519","4,3425","4,258749999999999","-1,9286125503742313","10,36025","10,12425","-2,277937308462641","0,1195","0,12","0,4184100418409997","41,20929148476247","36,86505628275526","-10,541882778095147","309002240","308420608","-0,18822905620360375","244492288","244060160","-0,1767450431810702","73789376","73789376","0","32","32","0","1","1","0","9","9","0","0","0",,"1","1","0","0","0",,"1426720","1426893","0,01212571492654746"
"moving-lights-32","32,709","32,376","-1,0180684215353786","74,3553","61,87935","-16,778830829813074","94,705795","93,31021","-1,473600427513433","31,36163985935","31,9373950536","1,8358580636476107","68,60439155425","60,3475714433","-12,035410450977901","93,80935448045","92,75066752705","-1,1285515813037938","31,058","30,3645","-2,2329190546719","0,022","0,023","4,545454545454541","0,051000000000000004","0,052500000000000005","2,941176470588247","0,8572500000000001","0,88875","3,6745406824146842","0,0115","0,012","4,347826086956519","27,27851332031517","27,424202432127764","0,5340801021736619","422776832","422686720","-0,021314318377785302","366979072","366006272","-0,26508323613614326","135409664","135409664","0","345","345","0","2","2","0","192","192","0","1","1","0","2","2","0","0","0",,"24050","24048","-0,008316008316011647"
