"scenario","before_wall_median_ms","after_wall_median_ms","change_percent_wall_median_ms","before_wall_p95_ms","after_wall_p95_ms","change_percent_wall_p95_ms","before_wall_p99_ms","after_wall_p99_ms","change_percent_wall_p99_ms","before_gpu_median_ms","after_gpu_median_ms","change_percent_gpu_median_ms","before_gpu_p95_ms","after_gpu_p95_ms","change_percent_gpu_p95_ms","before_gpu_p99_ms","after_gpu_p99_ms","change_percent_gpu_p99_ms","before_wait_median_ms","after_wait_median_ms","change_percent_wait_median_ms","before_view_median_ms","after_view_median_ms","change_percent_view_median_ms","before_gather_median_ms","after_gather_median_ms","change_percent_gather_median_ms","before_plan_median_ms","after_plan_median_ms","change_percent_plan_median_ms","before_upload_median_ms","after_upload_median_ms","change_percent_upload_median_ms","before_measured_frames_per_second","after_measured_frames_per_second","change_percent_measured_frames_per_second","before_private_peak_bytes","after_private_peak_bytes","change_percent_private_peak_bytes","before_working_set_peak_bytes","after_working_set_peak_bytes","change_percent_working_set_peak_bytes","before_vma_peak_bytes","after_vma_peak_bytes","change_percent_vma_peak_bytes","before_draws_median","after_draws_median","change_percent_draws_median","before_dispatches_median","after_dispatches_median","change_percent_dispatches_median","before_shadow_faces_median","after_shadow_faces_median","change_percent_shadow_faces_median","before_shadow_cache_hits_median","after_shadow_cache_hits_median","change_percent_shadow_cache_hits_median","before_batches_median","after_batches_median","change_percent_batches_median","before_asset_upload_max_bytes","after_asset_upload_max_bytes","change_percent_asset_upload_max_bytes","before_dynamic_upload_median_bytes","after_dynamic_upload_median_bytes","change_percent_dynamic_upload_median_bytes"
"moving-lights-32","36,3865","37,630250000000004","3,4181633298064007","88,895475","94,3577","6,144547852407545","107,545695","166,58346","54,895516738257164","35,217902785999996","36,015051204049996","2,2634749800231946","83,39823103685","85,16715417075","2,1210559407649487","103,93056829599999","153,7285717675","47,91468408954769","34,35675","35,77225","4,12000553020877","0,023","0,024","4,347826086956519","0,054","0,0575","6,481481481481488","0,86675","0,9215","6,31670031727718","0,012","0,0125","4,166666666666674","23,024196581970433","21,387467963564983","-7,108732817574726","422594560","422561792","-0,007754004216242727","365174784","365101056","-0,020189783969315478","135409664","135409664","0","344,25","344,25","0","2","2","0","192","192","0","1","1","0","2","2","0","0","0",,"24051","24054","0,01247349382562657"
